ProductKey;OrderDate;DueDate;ShipDate;CustomerKey;Sales
358;20230110;20230122;20230117;12342;2049,0982
358;20230111;20230123;20230118;28506;2049,0982
379;20230111;20230123;20230118;12930;2181,5625
369;20230111;20230123;20230118;13016;2443,35
373;20230111;20230123;20230118;13083;2181,5625
375;20230111;20230123;20230118;13214;2181,5625
373;20230111;20230123;20230118;24977;2181,5625
362;20230111;20230123;20230118;26234;2049,0982
360;20230111;20230123;20230118;26247;2049,0982
371;20230111;20230123;20230118;21197;2181,5625
368;20230111;20230123;20230118;21201;2443,35
371;20230112;20230124;20230119;13662;2181,5625
370;20230112;20230124;20230119;13019;2443,35
368;20230112;20230124;20230119;25094;2443,35
337;20230112;20230124;20230119;15188;782,99
379;20230113;20230125;20230120;13595;2181,5625
323;20230113;20230125;20230120;19052;782,99
373;20230113;20230125;20230120;13055;2181,5625
370;20230113;20230125;20230120;21195;2443,35
354;20230113;20230125;20230120;12339;2071,4196
360;20230113;20230125;20230120;12347;2049,0982
371;20230114;20230126;20230121;13766;2181,5625
370;20230114;20230126;20230121;15622;2443,35
369;20230114;20230126;20230121;12941;2443,35
371;20230114;20230126;20230121;13069;2181,5625
379;20230114;20230126;20230121;13152;2181,5625
371;20230114;20230126;20230121;13165;2181,5625
375;20230114;20230126;20230121;25093;2181,5625
370;20230114;20230126;20230121;13230;2443,35
356;20230114;20230126;20230121;26121;2071,4196
369;20230114;20230126;20230121;21211;2443,35
368;20230114;20230126;20230121;21001;2443,35
352;20230115;20230127;20230122;28510;2071,4196
377;20230115;20230127;20230122;24824;2181,5625
325;20230115;20230127;20230122;15155;782,99
323;20230115;20230127;20230122;15193;782,99
385;20230115;20230127;20230122;24608;1000,4375
354;20230115;20230127;20230122;12574;2071,4196
360;20230115;20230127;20230122;12575;2049,0982
373;20230116;20230128;20230123;13799;2181,5625
385;20230116;20230128;20230123;13990;1000,4375
369;20230116;20230128;20230123;24786;2443,35
337;20230116;20230128;20230123;19910;782,99
369;20230116;20230128;20230123;13066;2443,35
352;20230116;20230128;20230123;20188;2071,4196
354;20230116;20230128;20230123;12360;2071,4196
379;20230116;20230128;20230123;12923;2181,5625
371;20230117;20230129;20230124;13768;2181,5625
377;20230117;20230129;20230124;13769;2181,5625
381;20230117;20230129;20230124;14003;1000,4375
375;20230117;20230129;20230124;12922;2181,5625
375;20230117;20230129;20230124;24817;2181,5625
369;20230117;20230129;20230124;13058;2443,35
371;20230117;20230129;20230124;13174;2181,5625
321;20230117;20230129;20230124;15166;782,99
375;20230117;20230129;20230124;21168;2181,5625
358;20230117;20230129;20230124;12343;2049,0982
358;20230118;20230130;20230125;11603;2049,0982
373;20230118;20230130;20230125;13575;2181,5625
371;20230118;20230130;20230125;13793;2181,5625
371;20230118;20230130;20230125;16201;2181,5625
370;20230118;20230130;20230125;24960;2443,35
370;20230118;20230130;20230125;13221;2443,35
360;20230118;20230130;20230125;20209;2049,0982
333;20230118;20230130;20230125;15194;782,99
368;20230118;20230130;20230125;21192;2443,35
375;20230118;20230130;20230125;20997;2181,5625
379;20230119;20230131;20230126;15117;2181,5625
370;20230119;20230131;20230126;12935;2443,35
371;20230119;20230131;20230126;13064;2181,5625
370;20230119;20230131;20230126;13067;2443,35
370;20230119;20230131;20230126;13205;2443,35
371;20230119;20230131;20230126;21180;2181,5625
377;20230119;20230131;20230126;21214;2181,5625
362;20230120;20230201;20230127;11550;2049,0982
362;20230120;20230201;20230127;11575;2049,0982
373;20230120;20230201;20230127;16045;2181,5625
375;20230120;20230201;20230127;15456;2181,5625
369;20230120;20230201;20230127;12981;2443,35
377;20230120;20230201;20230127;13029;2181,5625
369;20230120;20230201;20230127;13189;2443,35
379;20230121;20230202;20230128;13577;2181,5625
368;20230121;20230202;20230128;13605;2443,35
370;20230121;20230202;20230128;13800;2443,35
385;20230121;20230202;20230128;19186;1000,4375
377;20230121;20230202;20230128;21167;2181,5625
381;20230121;20230202;20230128;24606;1000,4375
362;20230122;20230203;20230129;11470;2049,0982
375;20230122;20230203;20230129;15084;2181,5625
370;20230122;20230203;20230129;12926;2443,35
369;20230122;20230203;20230129;25061;2443,35
379;20230122;20230203;20230129;13224;2181,5625
335;20230122;20230203;20230129;15167;782,99
354;20230122;20230203;20230129;12572;2071,4196
343;20230122;20230203;20230129;25960;782,99
352;20230122;20230203;20230129;26241;2071,4196
368;20230123;20230204;20230130;13565;2443,35
373;20230123;20230204;20230130;15933;2181,5625
377;20230123;20230204;20230130;28669;2181,5625
362;20230123;20230204;20230130;12340;2049,0982
325;20230123;20230204;20230130;26021;782,99
383;20230124;20230205;20230131;19173;1000,4375
368;20230124;20230205;20230131;12921;2443,35
325;20230124;20230205;20230131;20592;782,99
370;20230124;20230205;20230131;13086;2443,35
369;20230124;20230205;20230131;28659;2443,35
356;20230124;20230205;20230131;26120;2071,4196
354;20230124;20230205;20230131;26183;2071,4196
333;20230124;20230205;20230131;15189;782,99
368;20230124;20230205;20230131;21179;2443,35
369;20230124;20230205;20230131;21205;2443,35
381;20230125;20230206;20230201;13999;1000,4375
375;20230125;20230206;20230201;21194;2181,5625
375;20230125;20230206;20230201;21203;2181,5625
375;20230125;20230206;20230201;21000;2181,5625
354;20230125;20230206;20230201;12353;2071,4196
387;20230126;20230207;20230202;17080;1000,4375
375;20230126;20230207;20230202;16053;2181,5625
368;20230126;20230207;20230202;12950;2443,35
368;20230126;20230207;20230202;13087;2443,35
370;20230126;20230207;20230202;21189;2443,35
379;20230126;20230207;20230202;20998;2181,5625
331;20230127;20230208;20230203;20710;782,99
377;20230127;20230208;20230203;24832;2181,5625
377;20230127;20230208;20230203;13177;2181,5625
375;20230127;20230208;20230203;13212;2181,5625
356;20230127;20230208;20230203;26245;2071,4196
362;20230127;20230208;20230203;26276;2049,0982
329;20230127;20230208;20230203;15196;782,99
371;20230127;20230208;20230203;21202;2181,5625
343;20230127;20230208;20230203;26022;782,99
362;20230127;20230208;20230203;11481;2049,0982
362;20230128;20230209;20230204;11609;2049,0982
371;20230128;20230209;20230204;15454;2181,5625
368;20230128;20230209;20230204;13088;2443,35
369;20230128;20230209;20230204;13176;2443,35
375;20230128;20230209;20230204;13203;2181,5625
373;20230128;20230209;20230204;21165;2181,5625
377;20230128;20230209;20230204;21169;2181,5625
362;20230128;20230209;20230204;12348;2049,0982
356;20230128;20230209;20230204;12358;2071,4196
370;20230129;20230210;20230205;13246;2443,35
383;20230129;20230210;20230205;14017;1000,4375
387;20230129;20230210;20230205;14025;1000,4375
369;20230129;20230210;20230205;15667;2443,35
341;20230129;20230210;20230205;20062;782,99
369;20230129;20230210;20230205;25287;2443,35
362;20230129;20230210;20230205;26293;2049,0982
360;20230129;20230210;20230205;12685;2049,0982
362;20230129;20230210;20230205;12588;2049,0982
369;20230130;20230211;20230206;16329;2443,35
375;20230130;20230211;20230206;13248;2181,5625
375;20230130;20230211;20230206;13359;2181,5625
360;20230130;20230211;20230206;26302;2049,0982
341;20230130;20230211;20230206;15203;782,99
323;20230130;20230211;20230206;15254;782,99
329;20230130;20230211;20230206;15288;782,99
370;20230130;20230211;20230206;21561;2443,35
379;20230131;20230212;20230207;16311;2181,5625
373;20230131;20230212;20230207;13378;2181,5625
377;20230131;20230212;20230207;13383;2181,5625
369;20230131;20230212;20230207;13274;2443,35
341;20230131;20230212;20230207;15284;782,99
377;20230131;20230212;20230207;21394;2181,5625
354;20230201;20230213;20230208;28532;2071,4196
369;20230201;20230213;20230208;28802;2443,35
369;20230201;20230213;20230208;13380;2443,35
377;20230201;20230213;20230208;15664;2181,5625
370;20230201;20230213;20230208;25095;2443,35
354;20230201;20230213;20230208;26283;2071,4196
370;20230201;20230213;20230208;21257;2443,35
360;20230201;20230213;20230208;12667;2049,0982
325;20230201;20230213;20230208;26134;782,99
360;20230202;20230214;20230209;11612;2049,0982
371;20230202;20230214;20230209;16260;2181,5625
370;20230202;20230214;20230209;13424;2443,35
368;20230202;20230214;20230209;13369;2443,35
379;20230202;20230214;20230209;13279;2181,5625
371;20230202;20230214;20230209;13319;2181,5625
369;20230202;20230214;20230209;25361;2443,35
352;20230203;20230215;20230210;11616;2071,4196
369;20230203;20230215;20230210;13839;2443,35
375;20230203;20230215;20230210;28819;2181,5625
370;20230203;20230215;20230210;28850;2443,35
369;20230203;20230215;20230210;25100;2443,35
356;20230203;20230215;20230210;20318;2071,4196
343;20230203;20230215;20230210;15255;782,99
373;20230203;20230215;20230210;21387;2181,5625
370;20230203;20230215;20230210;21393;2443,35
387;20230203;20230215;20230210;24611;1000,4375
354;20230203;20230215;20230210;12586;2071,4196
362;20230203;20230215;20230210;28541;2049,0982
368;20230204;20230216;20230211;16275;2443,35
381;20230204;20230216;20230211;14006;1000,4375
375;20230204;20230216;20230211;28832;2181,5625
371;20230204;20230216;20230211;13362;2181,5625
371;20230204;20230216;20230211;25408;2181,5625
371;20230204;20230216;20230211;13384;2181,5625
375;20230204;20230216;20230211;13325;2181,5625
371;20230204;20230216;20230211;13326;2181,5625
371;20230204;20230216;20230211;21258;2181,5625
368;20230204;20230216;20230211;21556;2443,35
352;20230204;20230216;20230211;12677;2071,4196
375;20230205;20230217;20230212;16406;2181,5625
371;20230205;20230217;20230212;13243;2181,5625
375;20230205;20230217;20230212;13283;2181,5625
379;20230205;20230217;20230212;13357;2181,5625
354;20230205;20230217;20230212;26296;2071,4196
343;20230205;20230217;20230212;27027;782,99
379;20230205;20230217;20230212;21389;2181,5625
371;20230205;20230217;20230212;13348;2181,5625
379;20230206;20230218;20230213;16308;2181,5625
375;20230206;20230218;20230213;13238;2181,5625
356;20230206;20230218;20230213;26290;2071,4196
371;20230206;20230218;20230213;21225;2181,5625
369;20230206;20230218;20230213;21230;2443,35
362;20230206;20230218;20230213;12684;2049,0982
343;20230206;20230218;20230213;26033;782,99
339;20230206;20230218;20230213;26131;782,99
389;20230207;20230219;20230214;18133;1000,4375
375;20230207;20230219;20230214;13324;2181,5625
377;20230207;20230219;20230214;21259;2181,5625
360;20230207;20230219;20230214;12669;2049,0982
370;20230208;20230220;20230215;15625;2443,35
370;20230208;20230220;20230215;25363;2443,35
360;20230208;20230220;20230215;28547;2049,0982
321;20230208;20230220;20230215;26024;782,99
335;20230208;20230220;20230215;26133;782,99
370;20230209;20230221;20230216;13801;2443,35
373;20230209;20230221;20230216;28837;2181,5625
369;20230209;20230221;20230216;25864;2443,35
360;20230209;20230221;20230216;26280;2049,0982
362;20230209;20230221;20230216;26300;2049,0982
369;20230209;20230221;20230216;21403;2443,35
375;20230209;20230221;20230216;21408;2181,5625
371;20230209;20230221;20230216;21418;2181,5625
362;20230209;20230221;20230216;12671;2049,0982
360;20230210;20230222;20230217;12123;2049,0982
370;20230210;20230222;20230217;15649;2443,35
368;20230210;20230222;20230217;15656;2443,35
375;20230210;20230222;20230217;13419;2181,5625
377;20230210;20230222;20230217;13286;2181,5625
352;20230210;20230222;20230217;26281;2071,4196
377;20230210;20230222;20230217;21228;2181,5625
373;20230210;20230222;20230217;21552;2181,5625
352;20230210;20230222;20230217;12668;2071,4196
356;20230210;20230222;20230217;12675;2071,4196
354;20230210;20230222;20230217;12584;2071,4196
368;20230210;20230222;20230217;13812;2443,35
358;20230211;20230223;20230218;11492;2049,0982
381;20230211;20230223;20230218;14022;1000,4375
383;20230211;20230223;20230218;14026;1000,4375
377;20230211;20230223;20230218;28848;2181,5625
370;20230211;20230223;20230218;13287;2443,35
368;20230211;20230223;20230218;13329;2443,35
354;20230211;20230223;20230218;26298;2071,4196
335;20230211;20230223;20230218;15200;782,99
379;20230211;20230223;20230218;21380;2181,5625
356;20230211;20230223;20230218;12133;2071,4196
371;20230212;20230224;20230219;13806;2181,5625
385;20230212;20230224;20230219;18134;1000,4375
389;20230212;20230224;20230219;19253;1000,4375
373;20230212;20230224;20230219;28818;2181,5625
369;20230212;20230224;20230219;25892;2443,35
379;20230212;20230224;20230219;13382;2181,5625
371;20230212;20230224;20230219;16328;2181,5625
329;20230212;20230224;20230219;20162;782,99
377;20230212;20230224;20230219;13269;2181,5625
371;20230212;20230224;20230219;13355;2181,5625
362;20230212;20230224;20230219;26286;2049,0982
377;20230212;20230224;20230219;21218;2181,5625
370;20230213;20230225;20230220;14169;2443,35
323;20230213;20230225;20230220;20051;782,99
373;20230213;20230225;20230220;13247;2181,5625
356;20230213;20230225;20230220;26277;2071,4196
356;20230213;20230225;20230220;26285;2071,4196
370;20230214;20230226;20230221;25883;2443,35
377;20230214;20230226;20230221;25371;2181,5625
352;20230214;20230226;20230221;26301;2071,4196
333;20230214;20230226;20230221;15256;782,99
337;20230214;20230226;20230221;27043;782,99
369;20230214;20230226;20230221;21359;2443,35
370;20230214;20230226;20230221;21379;2443,35
389;20230214;20230226;20230221;24609;1000,4375
362;20230214;20230226;20230221;12578;2049,0982
360;20230214;20230226;20230221;12580;2049,0982
377;20230215;20230227;20230222;16287;2181,5625
389;20230215;20230227;20230222;19195;1000,4375
368;20230215;20230227;20230222;28836;2443,35
360;20230215;20230227;20230222;26299;2049,0982
375;20230215;20230227;20230222;21222;2181,5625
369;20230215;20230227;20230222;21361;2443,35
362;20230215;20230227;20230222;12577;2049,0982
358;20230215;20230227;20230222;12579;2049,0982
370;20230216;20230228;20230223;13823;2443,35
381;20230216;20230228;20230223;26316;1000,4375
370;20230216;20230228;20230223;25875;2443,35
369;20230216;20230228;20230223;15659;2443,35
375;20230216;20230228;20230223;13277;2181,5625
368;20230216;20230228;20230223;13314;2443,35
375;20230216;20230228;20230223;25288;2181,5625
375;20230216;20230228;20230223;13237;2181,5625
358;20230216;20230228;20230223;26295;2049,0982
371;20230216;20230228;20230223;21256;2181,5625
362;20230216;20230228;20230223;11564;2049,0982
373;20230217;20230228;20230224;15627;2181,5625
379;20230217;20230228;20230224;16250;2181,5625
389;20230217;20230228;20230224;19260;1000,4375
375;20230217;20230228;20230224;16317;2181,5625
385;20230217;20230228;20230224;14023;1000,4375
368;20230217;20230228;20230224;28834;2443,35
370;20230217;20230228;20230224;16405;2443,35
371;20230217;20230228;20230224;21384;2181,5625
381;20230217;20230228;20230224;24612;1000,4375
368;20230217;20230228;20230224;21559;2443,35
362;20230217;20230228;20230224;28540;2049,0982
339;20230217;20230228;20230224;20712;782,99
385;20230218;20230301;20230225;19193;1000,4375
375;20230218;20230301;20230225;16420;2181,5625
343;20230218;20230301;20230225;20713;782,99
371;20230218;20230301;20230225;13292;2181,5625
375;20230218;20230301;20230225;13340;2181,5625
377;20230218;20230301;20230225;13346;2181,5625
379;20230218;20230301;20230225;21217;2181,5625
377;20230218;20230301;20230225;21226;2181,5625
352;20230218;20230301;20230225;12676;2071,4196
356;20230218;20230301;20230225;12683;2071,4196
333;20230219;20230302;20230226;15276;782,99
358;20230219;20230302;20230226;11561;2049,0982
373;20230219;20230302;20230226;16417;2181,5625
368;20230219;20230302;20230226;14141;2443,35
377;20230219;20230302;20230226;13298;2181,5625
375;20230219;20230302;20230226;13351;2181,5625
375;20230219;20230302;20230226;13233;2181,5625
362;20230219;20230302;20230226;26305;2049,0982
379;20230219;20230302;20230226;21560;2181,5625
358;20230219;20230302;20230226;12589;2049,0982
368;20230220;20230303;20230227;16410;2443,35
375;20230220;20230303;20230227;13250;2181,5625
377;20230220;20230303;20230227;21555;2181,5625
352;20230220;20230303;20230227;12674;2071,4196
375;20230220;20230303;20230227;21402;2181,5625
362;20230221;20230304;20230228;28512;2049,0982
360;20230221;20230304;20230228;28519;2049,0982
381;20230221;20230304;20230228;18140;1000,4375
371;20230221;20230304;20230228;29013;2181,5625
368;20230221;20230304;20230228;13420;2443,35
370;20230221;20230304;20230228;16407;2443,35
339;20230221;20230304;20230228;19076;782,99
343;20230221;20230304;20230228;15289;782,99
371;20230221;20230304;20230228;21219;2181,5625
379;20230221;20230304;20230228;21404;2181,5625
362;20230221;20230304;20230228;12680;2049,0982
352;20230222;20230305;20230228;11615;2071,4196
389;20230222;20230305;20230228;17099;1000,4375
381;20230222;20230305;20230228;19258;1000,4375
373;20230222;20230305;20230228;15655;2181,5625
368;20230222;20230305;20230228;13402;2443,35
373;20230222;20230305;20230228;29135;2181,5625
329;20230222;20230305;20230228;19944;782,99
375;20230222;20230305;20230228;13280;2181,5625
373;20230222;20230305;20230228;13353;2181,5625
360;20230222;20230305;20230228;26297;2049,0982
368;20230222;20230305;20230228;21558;2443,35
371;20230223;20230306;20230301;16318;2181,5625
379;20230223;20230306;20230301;13811;2181,5625
385;20230223;20230306;20230301;19192;1000,4375
383;20230223;20230306;20230301;18139;1000,4375
387;20230223;20230306;20230301;14005;1000,4375
385;20230223;20230306;20230301;14024;1000,4375
377;20230223;20230306;20230301;13385;2181,5625
371;20230223;20230306;20230301;13403;2181,5625
369;20230223;20230306;20230301;13425;2443,35
337;20230223;20230306;20230301;20717;782,99
358;20230223;20230306;20230301;26292;2049,0982
360;20230223;20230306;20230301;12670;2049,0982
323;20230223;20230306;20230301;26029;782,99
379;20230224;20230307;20230302;16272;2181,5625
369;20230224;20230307;20230302;25393;2443,35
369;20230224;20230307;20230302;28798;2443,35
335;20230224;20230307;20230302;20711;782,99
327;20230224;20230307;20230302;20718;782,99
377;20230224;20230307;20230302;13316;2181,5625
354;20230224;20230307;20230302;26303;2071,4196
333;20230224;20230307;20230302;15252;782,99
333;20230224;20230307;20230302;15280;782,99
373;20230224;20230307;20230302;21231;2181,5625
362;20230224;20230307;20230302;12673;2049,0982
379;20230225;20230308;20230303;13840;2181,5625
369;20230225;20230308;20230303;13361;2443,35
379;20230225;20230308;20230303;14154;2181,5625
375;20230225;20230308;20230303;13273;2181,5625
370;20230225;20230308;20230303;13299;2443,35
377;20230225;20230308;20230303;13315;2181,5625
373;20230225;20230308;20230303;13354;2181,5625
343;20230225;20230308;20230303;15287;782,99
362;20230226;20230309;20230304;28529;2049,0982
377;20230226;20230309;20230304;13400;2181,5625
373;20230226;20230309;20230304;13278;2181,5625
379;20230226;20230309;20230304;13288;2181,5625
377;20230226;20230309;20230304;13304;2181,5625
360;20230226;20230309;20230304;12681;2049,0982
379;20230227;20230310;20230305;13367;2181,5625
369;20230227;20230310;20230305;16324;2443,35
333;20230227;20230310;20230305;20807;782,99
356;20230227;20230310;20230305;20350;2071,4196
368;20230227;20230310;20230305;21229;2443,35
369;20230227;20230310;20230305;21557;2443,35
356;20230227;20230310;20230305;12581;2071,4196
339;20230227;20230310;20230305;26027;782,99
354;20230228;20230311;20230306;28520;2071,4196
373;20230228;20230311;20230306;16277;2181,5625
371;20230228;20230311;20230306;15626;2181,5625
369;20230228;20230311;20230306;13401;2443,35
368;20230228;20230311;20230306;25104;2443,35
360;20230228;20230311;20230306;26304;2049,0982
379;20230228;20230311;20230306;21553;2181,5625
354;20230228;20230311;20230306;12686;2071,4196
356;20230228;20230311;20230306;12583;2071,4196
360;20230228;20230311;20230306;12585;2049,0982
321;20230228;20230311;20230306;26025;782,99
331;20230228;20230311;20230306;26028;782,99
321;20230228;20230312;20230307;19255;782,99
356;20230228;20230312;20230307;26320;2071,4196
375;20230301;20230313;20230308;15926;2181,5625
373;20230301;20230313;20230308;14203;2181,5625
370;20230301;20230313;20230308;16461;2443,35
341;20230301;20230313;20230308;15303;782,99
381;20230301;20230313;20230308;24887;1000,4375
371;20230301;20230313;20230308;13446;2181,5625
329;20230301;20230313;20230308;26152;782,99
383;20230302;20230314;20230309;19301;1000,4375
358;20230302;20230314;20230309;28685;2049,0982
370;20230302;20230314;20230309;14539;2443,35
379;20230302;20230314;20230309;13438;2181,5625
369;20230302;20230314;20230309;21875;2443,35
379;20230302;20230314;20230309;21893;2181,5625
369;20230302;20230314;20230309;21945;2443,35
352;20230302;20230314;20230309;12693;2071,4196
352;20230303;20230315;20230310;28560;2071,4196
325;20230303;20230315;20230310;20811;782,99
331;20230303;20230315;20230310;20832;782,99
371;20230303;20230315;20230310;21568;2181,5625
373;20230303;20230315;20230310;21899;2181,5625
370;20230303;20230315;20230310;21948;2443,35
379;20230304;20230316;20230311;14424;2181,5625
371;20230304;20230316;20230311;16452;2181,5625
371;20230304;20230316;20230311;14524;2181,5625
377;20230304;20230316;20230311;14538;2181,5625
377;20230305;20230317;20230312;16427;2181,5625
379;20230305;20230317;20230312;13426;2181,5625
368;20230305;20230317;20230312;21888;2443,35
371;20230305;20230317;20230312;21895;2181,5625
369;20230306;20230318;20230313;15932;2443,35
335;20230306;20230318;20230313;19181;782,99
358;20230307;20230319;20230314;28569;2049,0982
373;20230307;20230319;20230314;15927;2181,5625
368;20230307;20230319;20230314;16196;2443,35
371;20230307;20230319;20230314;16470;2181,5625
370;20230307;20230319;20230314;14170;2443,35
325;20230307;20230319;20230314;27071;782,99
377;20230307;20230319;20230314;21572;2181,5625
369;20230307;20230319;20230314;21951;2443,35
360;20230307;20230319;20230314;12214;2049,0982
383;20230308;20230320;20230315;19278;1000,4375
383;20230308;20230320;20230315;19299;1000,4375
360;20230308;20230320;20230315;11605;2049,0982
352;20230308;20230320;20230315;26307;2071,4196
354;20230308;20230320;20230315;26324;2071,4196
333;20230308;20230320;20230315;15311;782,99
370;20230308;20230320;20230315;21892;2443,35
368;20230308;20230320;20230315;21957;2443,35
352;20230308;20230320;20230315;12688;2071,4196
375;20230309;20230321;20230316;14200;2181,5625
373;20230309;20230321;20230316;16446;2181,5625
368;20230309;20230321;20230316;15675;2443,35
377;20230309;20230321;20230316;15684;2181,5625
354;20230309;20230321;20230316;26308;2071,4196
362;20230309;20230321;20230316;26309;2049,0982
343;20230309;20230321;20230316;15308;782,99
373;20230309;20230321;20230316;21946;2181,5625
337;20230309;20230321;20230316;26153;782,99
389;20230310;20230322;20230317;19263;1000,4375
369;20230310;20230322;20230317;16445;2443,35
387;20230310;20230322;20230317;14089;1000,4375
371;20230310;20230322;20230317;13443;2181,5625
370;20230310;20230322;20230317;21567;2443,35
379;20230310;20230322;20230317;21889;2181,5625
354;20230310;20230322;20230317;12215;2071,4196
360;20230310;20230322;20230317;28559;2049,0982
352;20230311;20230323;20230318;11598;2071,4196
377;20230311;20230323;20230318;13429;2181,5625
329;20230311;20230323;20230318;15312;782,99
339;20230311;20230323;20230318;15325;782,99
383;20230311;20230323;20230318;24888;1000,4375
371;20230311;20230323;20230318;21886;2181,5625
329;20230311;20230323;20230318;26148;782,99
385;20230312;20230324;20230319;14083;1000,4375
387;20230312;20230324;20230319;14088;1000,4375
371;20230312;20230324;20230319;13436;2181,5625
379;20230312;20230324;20230319;13449;2181,5625
329;20230312;20230324;20230319;20824;782,99
362;20230312;20230324;20230319;26326;2049,0982
341;20230312;20230324;20230319;15314;782,99
373;20230312;20230324;20230319;21571;2181,5625
377;20230312;20230324;20230319;21956;2181,5625
358;20230312;20230324;20230319;12694;2049,0982
354;20230312;20230324;20230319;28553;2071,4196
360;20230313;20230325;20230320;28683;2049,0982
333;20230313;20230325;20230320;20166;782,99
331;20230313;20230325;20230320;20834;782,99
343;20230313;20230325;20230320;19256;782,99
337;20230313;20230325;20230320;15290;782,99
371;20230313;20230325;20230320;21878;2181,5625
368;20230313;20230325;20230320;21950;2443,35
354;20230313;20230325;20230320;12698;2071,4196
362;20230313;20230325;20230320;12222;2049,0982
368;20230313;20230325;20230320;15674;2443,35
379;20230314;20230326;20230321;14701;2181,5625
377;20230314;20230326;20230321;13431;2181,5625
370;20230314;20230326;20230321;25981;2443,35
362;20230314;20230326;20230321;12699;2049,0982
325;20230315;20230327;20230322;27053;782,99
321;20230315;20230327;20230322;15328;782,99
377;20230315;20230327;20230322;21944;2181,5625
368;20230315;20230327;20230322;21955;2443,35
356;20230315;20230327;20230322;12210;2071,4196
377;20230316;20230328;20230323;15697;2181,5625
389;20230316;20230328;20230323;24613;1000,4375
379;20230316;20230328;20230323;21570;2181,5625
